College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
"ASRAM Eluru - Alluri Sitaramaraju Academy of Medical Sciences, Eluru",N/A,3.8/5,3 Reviews,N/A,https://www.careers360.com/colleges/alluri-sitaramaraju-academy-of-medical-sciences-eluru/ms-general-surgery-course,MS General Surgery at ASRAM Eluru Offline Course,N/A,Full time,36 Months,"Master of Surgery (MS) in General Surgery is a three-year full-time postgraduate course, offered by Dr YSR University of Health Sciences, Vijayawada and approved by National Medical Commission (NMC).",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,Admission based on NEET PG Medical entrance exam.,NEET PG,20
"Alpha Arts and Science College, Chennai",N/A,3.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/alpha-arts-and-science-college-chennai/msc-biotechnology-course,"M.Sc Biotechnology at Alpha Arts and Science College, Chennai Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Bio-Technology is a full-time two-year postgraduate course offered by the University of Madras, Chennai.","A Candidate with a Bachelor’s Degree in Science in the disciplines of Biology, Botany, Zoology, Biotechnology, Microbiology, Genetics, Chemistry, Biochemistry, Physics, Agriculture or B.E/B.TECH (Biotech), B.V.Sc, MBBS, BDS or an examination of some other University accepted by the Syndicate as equivalent shall be eligible for admission to the M.Sc Biotechnology Degree course.",N/A,N/A,N/A
"Alpha College of Engineering and Technology, Kalol",N/A,3.5/5,3 Reviews,N/A,https://www.careers360.com/colleges/alpha-college-of-engineering-and-technology-kalol/me-computer-engineering-course,"ME Computer Engineering at Alpha College of Engineering and Technology, Kalol Offline Course",N/A,Full time,24 Months,"Master of Engineering (ME) in Computer Engineering (Software Engineering) is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by the Gujarat Technological University, Ahmedabad.",The candidate should have passed a Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,N/A,N/A
"Alpha College of Engineering, Chennai",N/A,4.2/5,18 Reviews,N/A,https://www.careers360.com/colleges/alpha-college-of-engineering-chennai/mtech-computer-science-and-engineering-course,"M.Tech Computer Science and Engineering at Alpha College of Engineering, Chennai Offline Course",General₹ 1.60 L,Full time,24 Months,"Master of Technology (M.Tech) in Computer Science and Engineering is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by Anna University, Chennai.","(a) A pass in a recognized Bachelor’s Degree or equivalent in the  relevant field and obtained atleast 50% (45% in the case of  BC,  BCM,  MBC,  SC,  SCA  and  ST  candidates  belonging  to  Tamilnadu)in the qualifying degree examination.  (i)  B.E. / B.Tech. / B.Arch. Degree Programmes                                                 (or)      (ii)   B.Pharm. Degree Programmes                         (or)      (iii)   Master’s Degree in the relevant branch of Science / Arts,              which are prescribed.   (b) (i)   10 + 2 + AMIE*  + 2 years of experience                   (or)  (ii) 10 + 3 years diploma (awarded by the State Board of Technical Education) + AMIE* + 2 years of experience",N/A,GATE,12
"Alphonsa College, Kottayam",N/A,4.6/5,1 Reviews,N/A,https://www.careers360.com/colleges/alphonsa-college-kottayam/msc-clinical-nutrition-and-dietetics-course,"M.Sc Clinical Nutrition and Dietetics at Alphonsa College, Kottayam Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Clinical Nutrition and Dietetics Self Finance is a two-year full-time postgraduate Course offered by Alphonsa College, Kottayam  and affiliated to Mahatma Gandhi University, Kottayam.",A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,Admission through CAP basis of marit marks of the student at the qualification marks.,N/A,20
"Alphores Womens Degree College, Karimnagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/alphores-womens-degree-college-karimnagar/msc-nutrition-course,"M.Sc Nutrition at Alphores Womens Degree College, Karimnagar Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Nutrition is a full-time two-year postgraduate course offered by the Satavahana University, Karimnagar.",Students who have completed 10+2 or equivalent from any stream are eligible for admission into this program.,Merit is the only criteria adopted for admission into PG courses. The process for admission is through the CPGET (Common Post Graduate Entrance Test) which will be conducted by the Government of Telangana. The test will be conducted every year after UG final semester exams.,N/A,50
"Alpine Institute of Management and Technology, Dehradun",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/alpine-institute-of-management-and-technology-dehradun/msc-agronomy-course,"M.Sc Agronomy at Alpine Institute of Management and Technology, Dehradun Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Agronomy is a full-time two-year postgraduate course offered by the Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal.",The candidates should be passed with 50% aggregate marks in Bachelors’ degree in Agriculture or equivalent shall be eligible for the course.,N/A,N/A,N/A
"Alpine Institute of Technology, Ujjain",N/A,3.8/5,3 Reviews,N/A,https://www.careers360.com/colleges/alpine-institute-of-technology-ujjain/mtech-computer-aided-structural-analysis-and-design-course,"M.Tech Computer Aided Structural Analysis and Design at Alpine Institute of Technology, Ujjain Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in Computer Aided Structural Analysis and Design is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by the Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to the reserved category) in the qualifying Examination.,N/A,N/A,18
"Al Shifa College of Nursing, Malappuram",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/al-shifa-college-of-nursing-malappuram/msc-nursing-course,"M.Sc Nursing at Al Shifa College of Nursing, Malappuram Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Nursing is a two-year full-time program that is the postgraduate level in the nursing course offered by Kerala University of Health Sciences, Thrissur and approved by the Indian Nursing Council (INC).",The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council. The Minimum education requirement shall be the passing of a B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with a minimum of 55%  aggregate marks. The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing. Minimum one year of work experience after Basic B.Sc. Nursing. Minimum one year of work experience before or after Post Basic B.Sc. Nursing.,N/A,N/A,15
"Al Shifa College of Pharmacy, Perinthalmanna",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/al-shifa-college-of-pharmacy-perinthalmanna/mpharma-pharmaceutical-analysis-course,"M.Pharma Pharmaceutical Analysis at Al Shifa College of Pharmacy, Perinthalmanna Offline Course",N/A,Full time,24 Months,"Master of Pharmacy in Pharmaceutical Analysis is a full time two-year postgraduate course offered by Kerala University of Health Sciences, Thrissur approved by PCI.",A candidate who has passed the B.Pharm degree examination of Kerala University of Health Sciences or an examination equivalent thereto of any other university recognized by Kerala University of Health Sciences with not less than a total of 55% marks for the B.Pharm degree examination shall be eligible for admission to M.Pharm degree course. The candidate should have undergone a B.Pharm degree course in an institution approved by AICTE and the PCI.,Admissions will be done through the centralized selection and admission process of the Kerala State Self-Financing B.Pharm Management Association (KSSBCMA).,N/A,18
"Al-Shums Infotech College, Dhamtari",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/al-shums-infotech-college-dhamtari/msc-information-technology-course,"M.Sc Information Technology at Al-Shums Infotech College, Dhamtari Offline Course",N/A,Full time,24 Months,"Master of Science ( M.Sc ) in Information Technology is a full-time two-year postgraduate degree course offered by the Pt Ravishankar Shukla University, Raipur.",A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Alva's Ayurveda Medical College, Moodbidri",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/alvas-ayurveda-medical-college-moodbidri/ms-shalya-tantra-course,"MS Shalya Tantra at Alva's Ayurveda Medical College, Moodbidri Offline Course",N/A,Full time,36 Months,"Master of Surgery (MS) in Shalya Tantra is a three-year full-time course offered by Rajiv Gandhi University of Health Sciences, Bangalore, and approved by Central Council of Indian Medicine (CCIM).","Candidates possessing a BAMS Degree from a University or Board or Medical institution specified in the second schedule of the Indian Medicine Central Council Act 1970, shall be eligible for admission.Candidate should have Eligibility Criteria in the AIAPGET Entrance Exams.",N/A,AIAPGET,5
"Alva's College, Moodbidri",N/A,4.8/5,5 Reviews,N/A,https://www.careers360.com/colleges/alvas-college-moodbidri/msc-mathematics-course,"M.Sc Mathematics at Alva's College, Moodbidri Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Mathematics is a full-time two-year postgraduate course offered by Mangalore University, Mangalore.",Candidates who have passed the three-year B.Sc. degree examination of Mangalore University or any other University considered equivalent thereto with Mathematics as a major/optional/special subject are eligible for the program provided they have secured a minimum of 45% (40% for SC/ST/Category-I candidates) marks in Mathematics.,N/A,N/A,25
"Alva's College of Medical Laboratory Technology and Post Graduate Research Centre, Moodbidri",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/alvas-college-of-medical-laboratory-technology-and-post-graduate-research-centre-moodbidri/msc-medical-laboratory-technology-course,"M.Sc Medical Laboratory Technology at Alva's College of Medical Laboratory Technology and Post Graduate Research Centre, Moodbidri Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Medical Laboratory Technology is a full-time two-year postgraduate course offered by the Rajiv Gandhi University of Health Sciences, Bangalore.","The candidate who have passed B.Sc MLT degree from a recognized University with not less than 50 % of marks in aggregate. An eligibility certificate from the REGISTRAR. Rajiv Gandhi University of Health Sciences, Bangalore, must be submitted by Non Karnataka candidates prior to enrolment.",N/A,N/A,N/A
"Alva's College of Physiotherapy and Research Center, Moodbidri",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/alvas-college-of-physiotherapy-and-research-center-moodbidri/mpt-neuro-physiotherapy-course,"MPT Neurological and Psychosomatic Disorders at Alva's College of Physiotherapy and Research Center, Moodbidri Offline Course",N/A,Full time,24 Months,"Master of Physiotherapy (MPT) in Neuro is a two-year full-time course offered by Rajiv Gandhi University of Health Sciences, Bangalore.",The candidates who have passed full-time B.Sc. (PT) or BPT degree with a duration of study of 3½ or 4 years from Rajiv Gandhi University of Health Sciences or from any other University in India or abroad are considered equivalent with not less than 50% of marks are eligible for admission. The candidate must have also completed 6 months of compulsory rotatory internship. Candidates who have passed BPT through correspondence or the Distance Education program are not eligible.ORCandidates who have passed BPT through a bridge course or through lateral entry after completing their Diploma in Physiotherapy from institutions where the mode of study.,N/A,N/A,N/A
"Alwar Institute of Engineering and Technology, Alwar",N/A,3.8/5,3 Reviews,N/A,https://www.careers360.com/colleges/alwar-institute-of-engineering-and-technology-alwar/phd-electronics-and-communication-engineering-course,"Ph.D Electronics and Communication Engineering at Alwar Institute of Engineering and Technology, Alwar Offline Course",N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) in Electronics and Communication Engineering is a full-time research course offered by Rajasthan Technical University, Kota. The ph.D. program shall be for a minimum duration of three years, including coursework, and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned offered by Rajasthan Technical University, Kota.","Master’s Degree holders satisfying the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever grading system is followed) and successfully completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. the dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution.Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a  Foreign  Educational  Institution accredited by an Assessment and  Accreditation  Agency which is approved, recognized or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing,  accrediting or assuring quality and standards of educational institutions,  shall be eligible for admission to the Ph.D. program.",N/A,N/A,N/A
"Alwar Pharmacy College, Alwar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/alwar-pharmacy-college-alwar/mpharma-pharmaceutical-chemistry-course,"M.Pharma Pharmaceutical Chemistry at Alwar Pharmacy College, Alwar Offline Course",General₹ 2.20 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmaceutical Chemistry is a two-year full-time program that is the postgraduate level in the pharmacy education course offered by Rajasthan University of Health Sciences, Jaipur, approved by the Pharmacy Council of India (PCI).","The Candidate Passed B. Pharmacy from PCI Approved Institute with 55% Marks for GEN and 50% for SC, ST.",The Admission will be based on the GPAT entrance exam.,GPAT,9
"Amala College of Nursing, Thrissur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amala-college-of-nursing-thrissur/msc-medical-surgical-nursing-course,"M.Sc Medical Surgical Nursing at Amala College of Nursing, Thrissur Offline Course",General₹ 3.01 L,Full time,24 Months,"Master of Science (M.Sc) in Medical-Surgical Nursing is a two-year full-time program that is the postgraduate level in the nursing course offered by Kerala University of Health Sciences, Thrissur and approved by Indian Nursing Council (INC).",The Candidate must be B.Sc. Nursing passed with one year teaching or clinical experience from a recognized University.,N/A,N/A,5
"AIMS Thrissur - Amala institute of Medical Sciences, Amalanagar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amala-institute-of-medical-sciences-amalanagar/ms-general-surgery-course,MS General Surgery at AIMS Thrissur Offline Course,N/A,Full time,36 Months,"Master of Surgery (MS) in General Surgery is a three-year full-time postgraduate course, offered by Kerala University of Health Sciences, Thrissur and approved by National Medical Commission (NMC).",Candidates must possess recognised degree of MBBS (or its equivalent recognised degree).,The admission shall be on the basis of NEET PG entrance exam.,NEET PG,4
"Amalapuram Institute of Management Sciences and College of Engineering, Mummidivaram",N/A,4.5/5,2 Reviews,N/A,https://www.careers360.com/colleges/amalapuram-institute-of-management-sciences-and-college-of-engineering-mummidivaram/mtech-cad-cam-course,"M.Tech CAD CAM at Amalapuram Institute of Management Sciences and College of Engineering, Mummidivaram Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in CAD-CAM is a two-year full-time postgraduate program recognized by the All India Council for Technical Education (AICTE) and offered by the Jawaharlal Nehru Technological University, Kakinada.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,"Admissions will be made by the Convenor, GATE or P.G. set Qualification after B.Tech./B.E., are essential requirements.",AP PGECET,18
"Amal College of Advanced Studies, Nilambur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amal-college-of-advanced-studies-nilambur/phd-english-part-time-course,"Ph.D English Part Time at Amal College of Advanced Studies, Nilambur Offline Course",N/A,Part time,60 Months,"Doctor of Philosophy (Ph.D.) program in English is part-time and shall be for a minimum duration of two years, including coursework, and a maximum of five years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned university of Calicut, Malappuram.",The candidate should have passed an in MA English with NET or JRF from any recognized University.,N/A,N/A,16
"AMAL College, Visakhapatnam",N/A,5.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/amal-college-visakhapatnam/msc-organic-chemistry-course,"M.Sc Organic Chemistry at AMAL College, Visakhapatnam Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Organic Chemistry is a full-time two-year postgraduate course offered by the Andhra University, Visakhapatnam.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,30
"Amal Jyothi College of Engineering, Kottayam",N/A,4.1/5,47 Reviews,N/A,https://www.careers360.com/colleges/amal-jyothi-college-of-engineering-kottayam/mca-integrated-course,"MCA Integrated at Amal Jyothi College of Engineering, Kottayam Offline Course",General₹ 3.55 L,Full time,60 Months,"Master of Computer Application Integrated (MCA) is a five-year full-time postgraduate course offered by APJ Abdul Kalam Technological University, Thiruvananthapuram, and approved by the All India Council for Technical Education (AICTE).","Passed 10+2 examination with Mathematics, Statistics, or Accountancy as compulsory subjects.Obtained at least 50% marks (45% in the case of candidates belonging to reserved categories) in the qualifying Examination.",N/A,N/A,60
"Amaltas Institute of Medical Sciences, Dewas",N/A,4.0/5,1 Reviews,N/A,https://www.careers360.com/colleges/amaltas-institute-of-medical-sciences-dewas/ms-obstetrics-and-gynaecology-course,"MS Obstetrics and Gynaecology at Amaltas Institute of Medical Sciences, Dewas Offline Course",General₹ 42.32 L,Full time,36 Months,"Master of Surgery (M.S.) in Obstetrics and Gynaecology is a three-year full-time postgraduate course, offered by Madhya Pradesh Medical Science University, Jabalpur with the approval of the National Medical Council (NMC).",A candidate who has been selected for admission to a postgraduate degree shall possess MBBS degree or equivalent qualifications as specified by the NMC.,N/A,NEET PG,4
"Amara Institute of Engineering and Technology, Guntur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amara-institute-of-engineering-and-technology-guntur/mca-course,"MCA at Amara Institute of Engineering and Technology, Guntur Offline Course",General₹ 90.00 K,Full time,36 Months,N/A,The candidate should have passed in the relevant graduate degree from any recognized university.,N/A,N/A,60
"Amardeep Singh Shergill Memorial College, Mukandpur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amardeep-singh-shergill-memorial-college-mukandpur/msc-information-technology-course,"M.Sc Information Technology at Amardeep Singh Shergill Memorial College, Mukandpur Offline Course",General₹ 1.08 L,Full time,24 Months,"Master of Science (M.Sc) in Information Technology is a full-time two-year postgraduate course offered by the Guru Nanak Dev University, Amritsar.",A Candidate must have passed Graduation with Computer Science/ Information technology/ Computer application/ Computer Maintenance as one of the elective subjects with at least 50% marks in aggregate or BC.A/ B.Sc. (I.T.)/BIT or equivalent thereto with at least 50% marks in aggregate or Graduate with mathematics as an elective subject and PG. Diploma in Computer Application/ Information Tech./ E.Com and Internet Application or equivalent with 50% marks in aggregate are eligible.,N/A,N/A,N/A
"Amar Jyoti Institute of Physiotherapy, Delhi",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-jyoti-institute-of-physiotherapy-delhi/mpt-neurological-physiotherapy-course,"MPT Neurological Physiotherapy at Amar Jyoti Institute of Physiotherapy, Delhi Offline Course",N/A,Full time,24 Months,"Master in Physiotherapy (MPT) in Neurological Physiotherapy is a two-year full-time course offered by the University of Delhi, Delhi.",For General/ Reserved Category (SC/ ST/ OH). Candidates should have fulfilled at least one of the following conditions: Successful completion of an undergraduate physiotherapy degree (B.Sc. (PT) / BPT) from a recognized college/institute/university within India of not less than 4½ years duration (including 6 months of internship) with 50% of aggregate marks (45% for SC/ST/OBC/OH) in university exams. Candidates who have completed a 3 ½ years course and an additional bridge course of 1 year will be considered equivalent to a 4 ½ years course.An undergraduate physiotherapy qualification (B.Sc. (PT) / BPT etc.) of 3 ½ years duration from a recognized college/ institute/ university plus at least 10 years of work experience.,The selection of General/Reserved category candidates for admission to the Master of Physiotherapy (Musculoskeletal / Neurological Physiotherapy) course will be made on the basis of merit in an entrance examination. The examination will be of Three (3) hours duration & shall consist of 200 objective type questions based on the Bachelor of Physiotherapy curriculum (University of Delhi).All candidates belonging to the General and Reserved Categories will have to appear for the Entrance Examination.,N/A,5
"Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy, Ropar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-shaheed-baba-ajit-singh-jujhar-singh-memorial-college-of-pharmacy-ropar/mpharma-pharmaceutical-chemistry-course,"M.Pharma Pharmaceutical Chemistry at Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy, Ropar Offline Course",General₹ 2.42 L,Full time,24 Months,"Master of Pharmacy (M.Pharma) in Pharmaceutical Chemistry is a two-year full-time postgraduate Course offered by Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy, Ropar recognized by Pharmacy Council of India (PCI) and affiliated to IK Gujral Punjab Technical University, Jalandhar.",All those candidates who have passed B. Pharmacy with at least 55% (50% in case of candidate belonging to SC/ST category) marks in aggregate and with valid GPAT score shall be eligible to apply for a Master’s program in Pharmacy (M. Pharma) Course.,Admission shall be considered on the basis of Inter-se-merit in the qualifying examination.,GPAT,15
"BELA College Ropar - Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College, Ropar",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-shaheed-baba-ajit-singh-jujhar-singh-memorial-college-ropar/msc-biotechnology-course,M.Sc Biotechnology at BELA College Ropar Offline Course,General₹ 1.23 L,Full time,24 Months,"Master of Science(M.Sc) in Biotechnology is a two-year full-time postgraduate Course offered by Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College, Ropar and affiliated to Punjabi University, Patiala.",A candidate who has passed Bachelor degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,The admission will be made on merit basis.,N/A,30
"Amar Shaheed Kanchan Singh Autonomous PG College, Fatehpur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-shaheed-kanchan-singh-autonomous-pg-college-fatehpur/phd-sociology-course,"Ph.D Sociology at Amar Shaheed Kanchan Singh Autonomous PG College, Fatehpur Offline Course",N/A,Full time,72 Months,"Doctorate of Philosophy (Ph.D.) in Sociology is a full-time course offered by Prof Rajendra Singh University, Prayagraj Ph.D. program shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned offered by Prof Rajendra Singh University, Prayagraj.","Master’s Degree holders satisfy the criteria stipulated under Clause 2 above.Candidates who have cleared the M.Phil. course work with at least 55% marks in aggregate or its equivalent grade 'B' in the UGC 7-point scale (or an equivalent grade in a point scale wherever the grading system is followed) and successfully completing the M.Phil. Degree shall be eligible to proceed to do research work leading to the Ph. D. Degree in the same Institution in an integrated program. A relaxation of 5% of marks, from 55% to 50%, or an equivalent relaxation of grade, may be allowed for those belonging to SC/ST/OBC(non-creamy layer)/differently-abled and other categories of candidates as per the decision of the Commission from time to time.A person whose M.Phil. dissertation has been evaluated and the viva voce is pending may be admitted to the Ph.D. program of the same Institution. Candidates possessing a Degree considered equivalent to M.Phil. Degree of an Indian Institution, from a Foreign Educational Institution accredited by an Assessment and Accreditation Agency which is approved, recognized, or authorized by an authority, established or incorporated under a law in its home country or any other statutory authority in that country for the purpose of assessing, accrediting or assuring quality and standards of educational institutions, shall be eligible for admission to the Ph.D. program.",N/A,N/A,N/A
"Amar Shanth Para Medical Institute, Mangalore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-shanth-para-medical-institute-mangalore/msc-medical-imaging-technology-course,"M.Sc Medical Imaging Technology at Amar Shanth Para Medical Institute, Mangalore Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Medical Imaging Technology is two years full-time course offered by Rajiv Gandhi University of Health Sciences, Bangalore.",Candidates who have passed final year B.SC Medical Imaging Technology with 60% marks for general category and 55% for reserved category.,N/A,N/A,N/A
"Amar Singh College, Bulandshahr",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/amar-singh-college-bulandshahr/msc-horticulture-course,"M.Sc Horticulture at Amar Singh College, Bulandshahr Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in (Agriculture) Horticulture is a full-time two-year postgraduate course offered by the Chaudhary Charan Singh University, Meerut.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Ambah PG College, Morena",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambah-pg-college-morena/msc-zoology-course,"M.Sc Zoology at Ambah PG College, Morena Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Zoology is a full-time two-year postgraduate course offered by the Jiwaji University, Gwalior",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,,N/A,30
"AIMT Lucknow - Ambalika Institute of Management and Technology, Lucknow",N/A,4.1/5,18 Reviews,N/A,https://www.careers360.com/colleges/ambalika-institute-of-management-and-technology-lucknow/mtech-automation-and-robotics-course,M.Tech Automation and Robotics at AIMT Lucknow Offline Course,General₹ 1.79 L,Full time,24 Months,"Master of Technology (M.Tech) in Automation and Robotics is a two-year full-time postgraduate program recognized by All India Council for Technical Education (AICTE) and offered by the Dr APJ Abdul Kalam Technical University, Lucknow.",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,GATE,N/A
"Ambal Professional Group of Institutions, Coimbatore",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambal-professional-group-of-institutions-coimbatore/me-construction-engineering-and-management-course,"ME Construction Engineering and Management at Ambal Professional Group of Institutions, Coimbatore Offline Course",N/A,Full time,24 Months,"Master of Engineering (ME) in Construction Engineering and Management is a two-year full-time postgraduate program offered by Anna University, Chennai, and the course will be approved by the All India Council for Technical Education(AICTE).",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,TANCET,24
"Ambal Professional Group of Institutions, Tiruppur",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambal-professional-group-of-institutions-tiruppur/me-construction-engineering-and-management-course,"ME Construction Engineering and Management at Ambal Professional Group of Institutions, Tiruppur Offline Course",N/A,Full time,24 Months,"Master of Technology (M.Tech) in Construction Engineering and Management is a two-year full-time postgraduate program offered by Anna University, Chennai, and the course will be approved by the All India Council for Technical Education(AICTE).",Passed Bachelor’s Degree or equivalent in the relevant field. Obtained at least 50% marks (45% marks in case of candidates belonging to reserved category) in the qualifying Examination.,N/A,TANCET,24
"Ambiga College of Arts and Science for Women, Madurai",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambiga-college-of-arts-and-science-madurai/msc-computer-science-course,"M.Sc Computer Science at Ambiga College of Arts and Science for Women, Madurai Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) in Computer Science is a full-time two-year postgraduate course offered by Madurai Kamaraj University, Madurai.",A candidate who has passed a Bachelor's degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,N/A
"Ambika College of Nursing, Mohali",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambika-college-of-nursing-mohali/msc-community-health-nursing-course,"M.Sc Community Health Nursing at Ambika College of Nursing, Mohali Offline Course",N/A,Full time,24 Months,"Master of Science (M.Sc) Community Health Nursing is a two-year full-time course offered by Baba Farid University of Health Sciences, Faridkot, and approved by the Indian Nursing Council (INC).",The candidate should be a Registered Nurse and Registered midwife or equivalent with any State Nursing Registration Council. The minimum education requirements shall be the passing of a B.Sc. Nursing/B.Sc. Hons. Nursing/Post Basic B.Sc. Nursing with a minimum of 55% aggregate marks.The candidate should have undergone in B.Sc. Nursing / B.Sc. Hons. Nursing / Post Basic B.Sc. Nursing.Minimum one year of work experience after Basic B.Sc. Nursing.Minimum one year of work experience prior to or after Post Basic B.Sc. Nursing.,N/A,N/A,5
"Ambika College, Pallu",N/A,N/A,N/A,N/A,https://www.careers360.com/colleges/ambika-college-pallu/msc-botany-course,Offline Course,General₹ 48.00 K,Full time,24 Months,"Master of Science (M.Sc) in Botany is a full-time two-year postgraduate course offered by Maharaja Ganga Singh University, Bikaner.",A candidate who has passed a Bachelor&#39;s degree of 3 years duration (B.Sc. or equivalent) under 10+2+3 pattern from any recognized university.,N/A,N/A,40
